customer_id,product_category,product,type,price,num_clicks,added_to_cart,purchased,timestamp
CUST0272,Clothing,T-Shirt,V-Neck,552.21,2,No,No,2025-03-27 00:52:13.306712
CUST0599,Books,Textbook,Science,467.74,5,No,No,2025-02-17 15:42:53.306712
CUST0225,Clothing,Jacket,Denim,580.81,2,No,No,2025-01-22 08:02:10.306712
CUST0774,Electronics,Mobile,Android,368.16,3,No,No,2025-03-15 10:15:25.306712
CUST0164,Books,Textbook,Math,500.79,4,Yes,Yes,2025-03-12 08:43:21.306712
CUST0480,Toys,Doll,Barbie,780.56,2,Yes,No,2025-03-20 13:22:37.306712
CUST0739,Electronics,Headphones,Wired,219.63,2,No,No,2025-03-29 03:10:00.306712
CUST0657,Home,Chair,Dining,189.87,3,Yes,Yes,2025-02-26 13:27:17.306712
CUST0004,Home,Table,Coffee,513.71,1,No,No,2025-03-03 19:11:09.306712
CUST0935,Electronics,Headphones,Wired,662.7,4,Yes,No,2025-03-03 19:08:31.306712
CUST0624,Clothing,T-Shirt,V-Neck,253.83,4,Yes,No,2025-03-06 21:02:46.306712
CUST0977,Toys,Puzzle,3D,550.1,2,Yes,No,2025-03-01 22:44:08.306712
CUST0020,Electronics,Laptop,Ultrabook,569.29,1,No,No,2025-02-05 18:09:58.306712
CUST0060,Clothing,Jacket,Leather,534.97,4,No,No,2025-01-21 19:47:20.306712
CUST0750,Books,Novel,Fiction,256.63,5,No,No,2025-01-25 23:22:32.306712
CUST0676,Books,Textbook,Math,322.1,6,No,No,2025-02-08 05:49:43.306712
CUST0541,Toys,Doll,Barbie,336.84,2,No,No,2025-03-06 20:51:10.306712
CUST0774,Clothing,Jacket,Denim,285.82,4,Yes,Yes,2025-03-19 17:20:45.306712
CUST0666,Home,Lamp,Halogen,596.49,5,Yes,Yes,2025-02-04 07:47:04.306712
CUST0066,Home,Chair,Office,314.79,4,No,No,2025-03-11 15:22:00.306712
CUST0226,Electronics,Mobile,Android,397.41,4,No,No,2025-02-04 17:40:29.306712
CUST0070,Electronics,Laptop,Gaming,308.2,6,Yes,No,2025-02-09 13:06:03.306712
CUST0686,Books,Novel,Fiction,776.4,5,No,No,2025-03-24 17:44:08.306712
CUST0958,Toys,Car,Remote Control,402.93,3,No,No,2025-02-06 02:25:35.306712
CUST0804,Books,Biography,Historical,516.37,0,Yes,No,2025-01-22 15:59:49.306712
CUST0100,Books,Biography,Celebrity,321.38,4,No,No,2025-02-22 10:08:22.306712
CUST0479,Electronics,Headphones,Wireless,433.04,6,Yes,Yes,2025-03-25 05:03:45.306712
CUST0348,Electronics,Mobile,Android,411.1,1,Yes,No,2025-01-31 23:25:14.306712
CUST0550,Books,Novel,Mystery,166.17,3,No,No,2025-01-31 07:45:36.306712
CUST0286,Books,Novel,Fiction,563.55,6,No,No,2025-02-25 12:46:17.306712
CUST0828,Toys,Puzzle,Jigsaw,177.55,3,No,No,2025-03-17 19:48:34.306712
CUST0554,Electronics,Mobile,Android,588.76,1,No,No,2025-01-29 15:44:05.306712
CUST0417,Books,Biography,Historical,654.93,2,No,No,2025-04-07 10:59:00.306712
CUST0411,Electronics,Mobile,iOS,808.61,0,No,No,2025-01-13 17:13:27.306712
CUST0400,Home,Lamp,Halogen,764.65,4,No,No,2025-02-23 13:52:50.306712
CUST0714,Toys,Car,Remote Control,459.51,5,No,No,2025-01-28 12:54:16.306712
CUST0195,Home,Chair,Office,512.18,5,No,No,2025-03-10 17:47:23.306712
CUST0754,Toys,Puzzle,3D,402.71,2,Yes,No,2025-01-19 01:24:24.306712
CUST0052,Toys,Doll,Barbie,541.52,1,No,No,2025-01-19 00:44:27.306712
CUST0984,Toys,Puzzle,Jigsaw,679.92,3,Yes,Yes,2025-01-20 02:33:44.306712
CUST0692,Clothing,Jeans,Slim,561.46,5,Yes,No,2025-03-09 19:38:30.306712
CUST0253,Toys,Car,Electric,456.46,4,Yes,No,2025-02-23 05:04:00.306712
CUST0674,Toys,Car,Remote Control,719.76,3,Yes,No,2025-02-02 08:09:37.306712
CUST0686,Home,Chair,Dining,445.79,5,No,No,2025-02-20 22:26:59.306712
CUST0135,Home,Lamp,Halogen,377.38,4,No,No,2025-03-27 12:10:23.306712
CUST0959,Electronics,Mobile,iOS,515.16,3,No,No,2025-03-14 19:36:28.306712
CUST0577,Electronics,Mobile,Android,364.57,2,No,No,2025-03-03 14:59:55.306712
CUST0272,Clothing,Jeans,Slim,413.34,2,No,No,2025-04-08 21:03:00.306712
CUST0251,Home,Lamp,LED,540.76,7,No,No,2025-02-25 01:14:45.306712
CUST0854,Toys,Car,Remote Control,562.18,2,No,No,2025-03-13 21:30:51.306712
CUST0827,Toys,Puzzle,3D,795.07,0,No,No,2025-03-18 22:00:34.306712
CUST0107,Clothing,Jeans,Slim,564.54,4,Yes,No,2025-03-26 14:09:29.306712
CUST0567,Clothing,Jeans,Regular,334.55,2,Yes,No,2025-03-13 05:33:27.306712
CUST0216,Home,Chair,Dining,544.82,1,Yes,No,2025-03-03 13:53:25.306712
CUST0501,Home,Chair,Office,502.52,5,Yes,No,2025-04-04 00:43:23.306712
CUST0284,Electronics,Mobile,iOS,937.96,2,No,No,2025-03-29 09:02:23.306712
CUST0134,Home,Chair,Dining,338.34,1,Yes,No,2025-03-08 01:42:37.306712
CUST0723,Books,Textbook,Math,117.46,6,No,No,2025-01-24 08:53:13.306712
CUST0078,Clothing,Jacket,Leather,572.5,3,No,No,2025-04-04 12:56:57.306712
CUST0379,Toys,Car,Electric,735.89,3,Yes,Yes,2025-01-17 13:40:12.306712
CUST0316,Home,Chair,Dining,406.16,4,No,No,2025-02-02 21:42:56.306712
CUST0699,Clothing,Jacket,Leather,551.88,7,No,No,2025-02-16 20:19:58.306712
CUST0799,Toys,Doll,Barbie,560.47,5,No,No,2025-04-13 09:23:16.306712
CUST0953,Clothing,T-Shirt,Round Neck,548.47,6,No,No,2025-04-09 02:03:02.306712
CUST0423,Electronics,Mobile,iOS,909.48,0,Yes,No,2025-03-30 11:17:40.306712
CUST0954,Books,Textbook,Math,797.81,1,No,No,2025-02-08 09:54:15.306712
CUST0164,Electronics,Laptop,Gaming,675.57,3,Yes,No,2025-02-04 02:30:36.306712
CUST0205,Books,Biography,Celebrity,540.03,5,Yes,No,2025-04-08 02:31:54.306712
CUST0234,Clothing,T-Shirt,Round Neck,65.83,4,No,No,2025-02-21 04:41:41.306712
CUST0337,Home,Chair,Dining,239.11,1,No,No,2025-02-16 14:25:54.306712
CUST0657,Toys,Doll,Action,633.93,1,No,No,2025-01-16 04:30:57.306712
CUST0119,Home,Chair,Dining,397.23,3,No,No,2025-01-17 05:20:51.306712
CUST0112,Toys,Doll,Action,288.16,0,No,No,2025-03-25 05:50:05.306712
CUST0806,Home,Lamp,LED,336.9,1,No,No,2025-02-19 21:46:20.306712
CUST0922,Toys,Puzzle,3D,388.19,2,No,No,2025-01-17 19:37:48.306712
CUST0726,Books,Novel,Fiction,360.05,2,No,No,2025-02-17 20:53:58.306712
CUST0442,Electronics,Headphones,Wired,542.8,3,No,No,2025-03-15 00:15:33.306712
CUST0322,Electronics,Headphones,Wired,974.83,3,No,No,2025-03-03 17:52:58.306712
CUST0317,Books,Biography,Celebrity,437.86,4,No,No,2025-03-22 04:48:55.306712
CUST0303,Toys,Puzzle,Jigsaw,178.71,2,No,No,2025-02-23 07:54:46.306712
CUST0681,Books,Textbook,Math,540.69,2,Yes,No,2025-03-14 06:27:20.306712
CUST0583,Home,Lamp,LED,837.43,2,No,No,2025-02-12 00:16:54.306712
CUST0294,Clothing,Jeans,Regular,676.33,3,No,No,2025-02-27 15:42:10.306712
CUST0453,Books,Textbook,Math,779.15,4,No,No,2025-03-04 03:19:25.306712
CUST0485,Clothing,Jacket,Leather,238.07,1,No,No,2025-02-10 01:28:19.306712
CUST0528,Toys,Doll,Barbie,381.52,2,No,No,2025-04-02 23:16:00.306712
CUST0975,Clothing,Jacket,Denim,327.2,2,No,No,2025-02-04 07:39:09.306712
CUST0826,Clothing,T-Shirt,Round Neck,384.65,4,No,No,2025-01-17 23:53:15.306712
CUST0251,Books,Textbook,Math,651.08,2,No,No,2025-02-26 17:23:54.306712
CUST0425,Toys,Puzzle,3D,174.49,2,No,No,2025-03-02 12:11:03.306712
CUST0410,Clothing,T-Shirt,Round Neck,509.62,2,No,No,2025-04-10 04:15:00.306712
CUST0769,Electronics,Laptop,Gaming,327.92,2,Yes,No,2025-01-30 14:02:51.306712
CUST0824,Toys,Doll,Barbie,423.09,4,No,No,2025-03-08 15:03:05.306712
CUST0256,Electronics,Laptop,Gaming,615.41,5,No,No,2025-04-01 07:38:16.306712
CUST0476,Toys,Car,Remote Control,459.39,4,No,No,2025-03-27 20:03:43.306712
CUST0913,Books,Textbook,Science,436.3,5,Yes,No,2025-03-07 16:50:10.306712
CUST0457,Clothing,Jacket,Denim,436.19,3,Yes,Yes,2025-03-27 11:58:07.306712
CUST0254,Home,Table,Study,183.95,5,Yes,No,2025-02-09 04:03:37.306712
CUST0451,Electronics,Headphones,Wired,503.21,2,Yes,No,2025-02-05 06:36:41.306712
CUST0279,Home,Lamp,LED,626.56,3,No,No,2025-01-26 22:38:12.306712
CUST0155,Clothing,Jeans,Slim,954.14,1,No,No,2025-03-23 02:16:40.306712
CUST0220,Electronics,Laptop,Ultrabook,595.8,2,Yes,No,2025-02-14 15:12:41.306712
CUST0556,Books,Biography,Historical,566.73,2,No,No,2025-02-02 14:09:39.306712
CUST0853,Books,Biography,Historical,651.4,4,No,No,2025-04-06 16:31:56.306712
CUST0902,Toys,Doll,Action,315.57,3,No,No,2025-01-14 01:56:26.306712
CUST0966,Home,Lamp,Halogen,536.11,1,Yes,No,2025-04-06 08:52:47.306712
CUST0914,Books,Textbook,Math,1028.71,5,No,No,2025-03-01 21:51:32.306712
CUST0225,Home,Lamp,Halogen,231.71,4,Yes,Yes,2025-02-15 03:26:25.306712
CUST0685,Books,Textbook,Math,877.37,4,No,No,2025-04-05 02:43:19.306712
CUST0479,Clothing,Jacket,Leather,382.38,2,No,No,2025-04-11 13:29:57.306712
CUST0404,Toys,Car,Electric,473.32,4,Yes,Yes,2025-02-24 02:56:31.306712
CUST0139,Books,Novel,Fiction,199.45,2,No,No,2025-02-07 18:24:36.306712
CUST0389,Home,Chair,Dining,447.85,5,No,No,2025-02-14 05:48:28.306712
CUST0346,Books,Biography,Celebrity,446.22,2,No,No,2025-02-07 00:02:13.306712
CUST0855,Electronics,Laptop,Gaming,278.69,2,Yes,No,2025-03-27 05:33:17.306712
CUST0553,Electronics,Laptop,Gaming,385.27,0,No,No,2025-03-17 15:08:50.306712
CUST0071,Electronics,Mobile,Android,390.63,1,Yes,No,2025-02-01 20:44:45.306712
CUST0860,Electronics,Headphones,Wireless,777.72,3,No,No,2025-02-05 16:03:07.306712
CUST0130,Books,Textbook,Math,50.0,5,No,No,2025-03-09 06:20:46.306712
CUST0971,Clothing,Jeans,Regular,597.06,1,No,No,2025-03-28 23:12:14.306712
CUST0378,Clothing,Jacket,Leather,345.47,2,No,No,2025-03-30 00:35:18.306712
CUST0839,Clothing,Jeans,Slim,395.1,2,No,No,2025-03-10 16:38:06.306712
CUST0027,Home,Table,Study,597.87,5,No,No,2025-02-21 00:28:25.306712
CUST0965,Clothing,T-Shirt,Round Neck,166.04,4,No,No,2025-01-23 09:38:57.306712
CUST0714,Home,Table,Coffee,852.94,3,No,No,2025-03-31 19:32:44.306712
CUST0580,Electronics,Laptop,Ultrabook,542.2,3,Yes,No,2025-01-20 04:52:58.306712
CUST0519,Home,Chair,Dining,480.66,2,No,No,2025-04-03 08:22:18.306712
CUST0502,Electronics,Laptop,Ultrabook,931.05,1,Yes,No,2025-03-16 05:13:21.306712
CUST0913,Books,Textbook,Math,634.45,3,No,No,2025-02-24 18:57:37.306712
CUST0181,Toys,Car,Remote Control,174.08,4,No,No,2025-03-14 07:22:54.306712
CUST0828,Toys,Doll,Action,610.37,5,Yes,Yes,2025-03-25 11:36:59.306712
CUST0607,Home,Lamp,LED,131.83,1,No,No,2025-04-04 03:56:43.306712
CUST0958,Electronics,Laptop,Ultrabook,244.08,2,No,No,2025-02-06 04:26:41.306712
CUST0769,Books,Textbook,Science,195.2,3,No,No,2025-02-15 04:03:46.306712
CUST0030,Books,Biography,Historical,340.31,4,No,No,2025-03-01 20:16:32.306712
CUST0218,Home,Lamp,Halogen,384.87,4,No,No,2025-02-09 15:51:12.306712
CUST0902,Toys,Car,Remote Control,524.4,4,Yes,No,2025-03-04 16:01:50.306712
CUST0971,Clothing,T-Shirt,Round Neck,626.48,3,Yes,No,2025-03-01 22:40:15.306712
CUST0569,Clothing,Jacket,Denim,694.51,3,No,No,2025-03-17 05:15:53.306712
CUST0729,Books,Biography,Historical,576.04,5,No,No,2025-01-22 13:01:55.306712
CUST0302,Clothing,Jeans,Slim,622.12,2,Yes,No,2025-02-12 05:42:49.306712
CUST0680,Toys,Doll,Action,663.7,0,No,No,2025-03-08 05:53:14.306712
CUST0544,Home,Lamp,Halogen,526.77,7,Yes,Yes,2025-02-26 13:30:18.306712
CUST0278,Home,Lamp,LED,519.22,1,No,No,2025-01-25 05:21:01.306712
CUST0739,Clothing,Jeans,Slim,407.54,3,No,No,2025-03-26 15:14:25.306712
CUST0549,Clothing,T-Shirt,Round Neck,789.4,4,No,No,2025-03-26 05:16:31.306712
CUST0496,Home,Table,Study,539.31,1,Yes,No,2025-01-23 06:26:41.306712
CUST0853,Clothing,Jeans,Slim,642.68,5,No,No,2025-02-17 13:06:56.306712
CUST0184,Home,Chair,Office,509.4,6,No,No,2025-02-09 03:23:37.306712
CUST0047,Electronics,Headphones,Wired,231.11,2,No,No,2025-03-22 05:18:08.306712
CUST0967,Clothing,Jacket,Denim,316.27,4,Yes,Yes,2025-01-14 16:46:56.306712
CUST0588,Home,Lamp,Halogen,696.86,3,Yes,Yes,2025-01-31 09:48:01.306712
CUST0989,Electronics,Laptop,Ultrabook,457.2,4,No,No,2025-01-24 14:02:39.306712
CUST0842,Electronics,Laptop,Ultrabook,396.49,3,Yes,Yes,2025-03-15 14:55:00.306712
CUST0703,Electronics,Mobile,Android,380.22,5,No,No,2025-04-02 06:17:59.306712
CUST0577,Home,Chair,Office,568.72,2,No,No,2025-01-25 00:12:50.306712
CUST0572,Books,Textbook,Math,424.69,2,No,No,2025-03-29 19:41:56.306712
CUST0536,Books,Biography,Celebrity,608.7,1,No,No,2025-02-11 09:05:05.306712
CUST0881,Toys,Doll,Action,716.72,3,No,No,2025-03-09 17:12:16.306712
CUST0636,Electronics,Headphones,Wireless,638.95,2,No,No,2025-03-28 13:30:29.306712
CUST0213,Clothing,Jeans,Slim,287.83,5,Yes,Yes,2025-01-30 09:13:00.306712
CUST0566,Electronics,Mobile,Android,618.13,8,Yes,Yes,2025-03-21 10:33:11.306712
CUST0609,Books,Biography,Historical,721.74,1,Yes,No,2025-02-04 23:34:50.306712
CUST0296,Home,Table,Study,425.94,4,No,No,2025-01-20 10:03:46.306712
CUST0704,Clothing,Jeans,Slim,333.29,4,No,No,2025-02-23 18:50:51.306712
CUST0118,Toys,Puzzle,Jigsaw,799.03,2,Yes,No,2025-04-11 16:57:14.306712
CUST0273,Clothing,T-Shirt,Round Neck,542.73,3,Yes,Yes,2025-02-12 08:59:21.306712
CUST0610,Toys,Doll,Action,410.71,2,No,No,2025-01-25 13:58:01.306712
CUST0480,Home,Table,Study,538.82,2,Yes,No,2025-02-08 22:34:53.306712
CUST0513,Toys,Doll,Action,388.22,1,No,No,2025-01-21 07:38:42.306712
CUST0613,Electronics,Laptop,Ultrabook,575.44,4,No,No,2025-03-13 02:57:24.306712
CUST0257,Electronics,Mobile,Android,254.03,3,No,No,2025-03-19 23:25:51.306712
CUST0857,Toys,Car,Electric,464.45,3,No,No,2025-03-28 18:13:22.306712
CUST0689,Home,Table,Coffee,477.08,4,Yes,No,2025-01-30 12:25:33.306712
CUST0482,Toys,Car,Remote Control,626.65,1,No,No,2025-04-12 10:48:22.306712
CUST0285,Clothing,Jacket,Denim,249.69,5,Yes,No,2025-03-02 06:00:21.306712
CUST0993,Electronics,Laptop,Ultrabook,788.75,4,Yes,Yes,2025-02-13 16:19:18.306712
CUST0687,Electronics,Mobile,iOS,749.84,2,No,No,2025-02-22 11:24:16.306712
CUST0711,Books,Biography,Celebrity,598.28,2,No,No,2025-04-02 11:56:53.306712
CUST0779,Toys,Puzzle,3D,181.72,3,No,No,2025-01-22 01:23:46.306712
CUST0323,Home,Lamp,LED,612.94,3,No,No,2025-03-29 12:22:08.306712
CUST0414,Toys,Puzzle,3D,574.43,0,No,No,2025-02-22 15:08:18.306712
CUST0056,Clothing,Jacket,Denim,595.77,1,Yes,No,2025-03-14 23:02:38.306712
CUST0775,Books,Textbook,Science,499.28,3,No,No,2025-03-28 07:06:29.306712
CUST0053,Clothing,Jeans,Slim,268.33,1,No,No,2025-02-10 11:21:30.306712
CUST0449,Books,Novel,Fiction,299.68,4,No,No,2025-03-15 16:15:36.306712
CUST0624,Clothing,Jacket,Leather,443.78,2,Yes,No,2025-02-12 16:18:08.306712
CUST0565,Electronics,Headphones,Wired,511.93,6,Yes,Yes,2025-04-05 04:49:09.306712
CUST0935,Electronics,Laptop,Gaming,370.61,6,No,No,2025-03-17 09:28:29.306712
CUST0853,Clothing,Jeans,Regular,369.72,4,Yes,No,2025-02-09 01:19:41.306712
CUST0426,Books,Biography,Historical,403.22,4,Yes,Yes,2025-01-27 13:14:31.306712
CUST0393,Clothing,Jacket,Leather,507.6,2,No,No,2025-04-07 09:31:50.306712
CUST0072,Home,Lamp,Halogen,524.01,5,No,No,2025-03-30 23:42:59.306712
CUST0520,Home,Chair,Dining,187.64,5,No,No,2025-03-25 00:01:24.306712
CUST0306,Toys,Car,Remote Control,900.35,5,Yes,No,2025-02-25 20:43:58.306712
CUST0552,Books,Biography,Celebrity,564.76,3,No,No,2025-03-08 02:15:45.306712
CUST0782,Toys,Doll,Action,441.7,2,No,No,2025-02-13 17:59:51.306712
CUST0891,Clothing,Jacket,Leather,241.06,3,No,No,2025-03-10 00:35:13.306712
CUST0393,Clothing,Jeans,Slim,732.17,1,No,No,2025-02-13 09:36:23.306712
CUST0763,Books,Textbook,Science,699.25,3,No,No,2025-02-19 23:49:50.306712
CUST0680,Clothing,Jeans,Slim,401.25,1,Yes,No,2025-01-25 18:22:37.306712
CUST0515,Toys,Doll,Barbie,435.67,5,No,No,2025-04-08 09:12:47.306712
CUST0866,Books,Novel,Mystery,915.35,1,Yes,No,2025-01-14 23:57:51.306712
CUST0740,Clothing,Jeans,Slim,646.53,2,No,No,2025-01-20 18:33:51.306712
CUST0481,Home,Lamp,Halogen,483.86,2,Yes,No,2025-03-17 14:25:51.306712
CUST0083,Home,Table,Study,683.27,4,No,No,2025-02-13 06:04:33.306712
CUST0642,Books,Textbook,Math,569.3,2,No,No,2025-03-14 10:59:12.306712
CUST0071,Clothing,Jacket,Denim,375.25,6,No,No,2025-02-04 14:17:00.306712
CUST0765,Electronics,Laptop,Gaming,882.81,2,Yes,No,2025-03-28 07:59:30.306712
CUST0649,Electronics,Laptop,Gaming,721.11,3,No,No,2025-03-21 21:20:30.306712
CUST0307,Electronics,Mobile,iOS,737.41,2,Yes,No,2025-03-31 19:21:02.306712
CUST0058,Home,Lamp,Halogen,701.03,5,No,No,2025-02-24 07:46:29.306712
CUST0150,Clothing,Jacket,Denim,449.52,5,No,No,2025-03-09 10:54:35.306712
CUST0699,Clothing,T-Shirt,Round Neck,244.4,3,No,No,2025-01-21 04:12:41.306712
CUST0625,Books,Textbook,Math,171.25,1,No,No,2025-03-02 19:51:02.306712
CUST0935,Toys,Puzzle,Jigsaw,717.93,4,No,No,2025-02-27 06:45:32.306712
CUST0654,Home,Lamp,Halogen,806.8,3,No,No,2025-03-19 06:03:12.306712
CUST0010,Books,Biography,Historical,776.85,3,No,No,2025-01-20 16:18:45.306712
CUST0453,Home,Table,Study,612.78,0,No,No,2025-03-16 13:02:13.306712
CUST0986,Books,Textbook,Science,449.46,3,No,No,2025-02-26 20:42:23.306712
CUST0866,Home,Chair,Dining,578.42,2,No,No,2025-04-06 08:37:03.306712
CUST0495,Electronics,Mobile,iOS,535.98,3,No,No,2025-03-10 00:52:42.306712
CUST0368,Toys,Doll,Action,778.4,1,No,No,2025-01-15 15:19:29.306712
CUST0850,Books,Biography,Historical,521.08,2,No,No,2025-03-09 10:54:43.306712
CUST0886,Electronics,Headphones,Wired,233.19,4,No,No,2025-04-04 08:51:26.306712
CUST0926,Home,Chair,Dining,524.46,3,No,No,2025-02-03 18:31:10.306712
CUST0652,Clothing,Jacket,Denim,608.66,4,Yes,No,2025-03-24 12:05:12.306712
CUST0786,Clothing,Jacket,Leather,660.58,2,No,No,2025-04-11 05:17:06.306712
CUST0643,Electronics,Laptop,Ultrabook,387.91,2,Yes,No,2025-01-16 17:56:48.306712
CUST0594,Home,Table,Coffee,429.18,1,No,No,2025-01-22 06:13:40.306712
CUST0932,Home,Lamp,Halogen,590.71,3,No,No,2025-01-30 13:28:22.306712
CUST0206,Clothing,Jacket,Denim,562.88,2,No,No,2025-03-06 01:10:39.306712
CUST0514,Home,Chair,Dining,499.58,4,Yes,No,2025-03-01 06:59:19.306712
CUST0991,Home,Table,Study,175.39,1,Yes,No,2025-04-01 14:11:58.306712
CUST0118,Books,Novel,Fiction,612.67,2,No,No,2025-03-27 17:30:08.306712
CUST0990,Clothing,Jacket,Denim,506.82,2,No,No,2025-04-05 14:55:45.306712
CUST0824,Toys,Doll,Barbie,346.01,4,No,No,2025-03-31 06:37:28.306712
CUST0405,Electronics,Laptop,Gaming,834.51,1,No,No,2025-02-26 15:55:48.306712
CUST0378,Home,Table,Study,583.8,3,No,No,2025-04-03 08:34:23.306712
CUST0654,Home,Chair,Office,477.75,5,No,No,2025-02-28 06:49:21.306712
CUST0026,Toys,Car,Remote Control,319.22,5,No,No,2025-04-12 08:54:10.306712
CUST0625,Clothing,Jacket,Leather,538.41,4,No,No,2025-03-16 04:48:01.306712
CUST0844,Books,Textbook,Science,438.18,2,Yes,No,2025-03-17 13:02:22.306712
CUST0419,Electronics,Mobile,Android,132.76,5,Yes,No,2025-02-12 01:25:22.306712
CUST0505,Electronics,Mobile,Android,601.6,3,Yes,No,2025-01-26 16:19:19.306712
CUST0398,Books,Biography,Celebrity,683.82,4,No,No,2025-03-11 12:48:14.306712
CUST0761,Clothing,Jeans,Slim,441.95,2,Yes,No,2025-04-04 10:50:51.306712
CUST0502,Toys,Doll,Action,717.18,4,Yes,Yes,2025-02-18 11:35:57.306712
CUST0223,Books,Biography,Historical,594.94,2,No,No,2025-04-06 13:32:43.306712
CUST0372,Electronics,Headphones,Wired,378.1,0,No,No,2025-03-07 08:53:57.306712
CUST0924,Home,Chair,Dining,462.61,5,No,No,2025-02-09 07:03:08.306712
CUST0195,Electronics,Laptop,Gaming,556.66,3,No,No,2025-03-18 20:33:54.306712
CUST0218,Toys,Puzzle,Jigsaw,341.34,2,Yes,No,2025-03-30 21:33:58.306712
CUST0342,Clothing,T-Shirt,Round Neck,529.73,2,No,No,2025-01-20 04:04:30.306712
CUST0850,Toys,Puzzle,Jigsaw,432.58,1,No,No,2025-04-02 10:45:09.306712
CUST0891,Clothing,Jeans,Slim,503.14,6,No,No,2025-03-31 01:52:30.306712
CUST0923,Toys,Puzzle,3D,354.25,3,No,No,2025-04-06 20:25:59.306712
CUST0149,Clothing,Jacket,Denim,608.29,1,No,No,2025-04-01 00:52:26.306712
CUST0179,Electronics,Headphones,Wireless,651.83,1,No,No,2025-01-26 07:19:32.306712
CUST0016,Home,Chair,Dining,390.75,2,No,No,2025-01-15 00:58:28.306712
CUST0179,Home,Chair,Office,578.36,4,No,No,2025-03-26 12:31:49.306712
CUST0432,Toys,Puzzle,Jigsaw,739.31,1,No,No,2025-02-28 17:56:07.306712
CUST0460,Home,Table,Coffee,468.29,3,No,No,2025-02-26 09:27:03.306712
CUST0516,Clothing,Jacket,Leather,794.23,6,Yes,No,2025-04-11 17:44:48.306712
CUST0888,Toys,Doll,Action,458.14,0,Yes,No,2025-03-16 23:17:39.306712
CUST0988,Electronics,Mobile,iOS,931.46,4,No,No,2025-04-05 18:33:02.306712
CUST0412,Books,Textbook,Math,378.86,3,No,No,2025-03-02 02:36:40.306712
CUST0730,Books,Novel,Fiction,547.39,1,No,No,2025-02-13 18:46:36.306712
CUST0623,Clothing,T-Shirt,Round Neck,409.04,4,Yes,Yes,2025-03-15 23:22:39.306712
CUST0600,Toys,Car,Remote Control,290.62,1,No,No,2025-02-19 11:46:24.306712
CUST0612,Toys,Doll,Action,607.33,2,No,No,2025-03-03 14:13:16.306712
CUST0620,Books,Novel,Fiction,621.43,2,No,No,2025-04-06 07:21:10.306712
CUST0671,Toys,Car,Electric,762.23,3,Yes,Yes,2025-04-09 17:36:14.306712
CUST0234,Books,Biography,Celebrity,371.3,6,No,No,2025-02-21 05:18:38.306712
CUST0426,Electronics,Laptop,Ultrabook,685.57,3,No,No,2025-02-12 20:26:04.306712
CUST0682,Home,Lamp,LED,615.89,1,No,No,2025-03-21 04:36:39.306712
CUST0946,Books,Novel,Fiction,529.54,7,Yes,No,2025-01-22 13:26:37.306712
CUST0443,Electronics,Headphones,Wired,742.75,4,Yes,No,2025-03-08 12:38:23.306712
CUST0062,Toys,Car,Remote Control,471.99,1,No,No,2025-03-19 13:26:45.306712
CUST0126,Books,Biography,Celebrity,579.94,5,No,No,2025-04-07 19:00:11.306712
CUST0938,Electronics,Laptop,Ultrabook,369.73,5,Yes,Yes,2025-03-10 14:50:58.306712
